StudentID, TotalNumberOfSemestersRegistered, Semester, NumCoursesTakenInTheSemester
0134, 11, 6, 0
0134, 11, 7, 0
0134, 11, 8, 0
0134, 11, 9, 0
0134, 11, 10, 0
0134, 11, 11, 0
0135, 12, 1, 8
0135, 12, 2, 0
0135, 12, 3, 0
0135, 12, 4, 0
0135, 12, 5, 0
0135, 12, 6, 0
0135, 12, 7, 0
0135, 12, 8, 0
0135, 12, 9, 0
0135, 12, 10, 0
0135, 12, 11, 0
0135, 12, 12, 0
0136, 10, 1, 1
0136, 10, 2, 0
0136, 10, 3, 0
0136, 10, 4, 0
0136, 10, 5, 0
0136, 10, 6, 0
0136, 10, 7, 0
0136, 10, 8, 0
0136, 10, 9, 0
0136, 10, 10, 0
0137, 13, 1, 1
0137, 13, 2, 0
0137, 13, 3, 0
0137, 13, 4, 0
0137, 13, 5, 0
0137, 13, 6, 0
0137, 13, 7, 0
0137, 13, 8, 0
0137, 13, 9, 0
0137, 13, 10, 0
0137, 13, 11, 0
0137, 13, 12, 0
0137, 13, 13, 0
0138, 14, 1, 2
0138, 14, 2, 0
0138, 14, 3, 0
0138, 14, 4, 0
0138, 14, 5, 0
0138, 14, 6, 0
0138, 14, 7, 0
0138, 14, 8, 0
0138, 14, 9, 0
0138, 14, 10, 0
0138, 14, 11, 0
0138, 14, 12, 0
0138, 14, 13, 0
0138, 14, 14, 0
0139, 14, 1, 1
0139, 14, 2, 0
0139, 14, 3, 0
0139, 14, 4, 0
0139, 14, 5, 0
0139, 14, 6, 0
0139, 14, 7, 0
0139, 14, 8, 0
0139, 14, 9, 0
0139, 14, 10, 0
0139, 14, 11, 0
0139, 14, 12, 0
0139, 14, 13, 0
0139, 14, 14, 0
0140, 10, 1, 8
0140, 10, 2, 0
0140, 10, 3, 0
0140, 10, 4, 0
0140, 10, 5, 0
0140, 10, 6, 0
0140, 10, 7, 0
0140, 10, 8, 0
0140, 10, 9, 0
0140, 10, 10, 0
0141, 8, 1, 9
0141, 8, 2, 0
0141, 8, 3, 0
0141, 8, 4, 0
0141, 8, 5, 0
0141, 8, 6, 0
0141, 8, 7, 0
0141, 8, 8, 0
0142, 12, 1, 3
0142, 12, 2, 0
0142, 12, 3, 0
0142, 12, 4, 0
0142, 12, 5, 0
0142, 12, 6, 0
0142, 12, 7, 0
0142, 12, 8, 0
0142, 12, 9, 0
0142, 12, 10, 0
0142, 12, 11, 0
0142, 12, 12, 0
0143, 13, 1, 7
0143, 13, 2, 0
0143, 13, 3, 0
0143, 13, 4, 0
0143, 13, 5, 0
0143, 13, 6, 0
0143, 13, 7, 0
0143, 13, 8, 0
0143, 13, 9, 0
0143, 13, 10, 0
0143, 13, 11, 0
0143, 13, 12, 0
0143, 13, 13, 0
0144, 9, 1, 9
0144, 9, 2, 0
0144, 9, 3, 0
0144, 9, 4, 0
0144, 9, 5, 0
0144, 9, 6, 0
0144, 9, 7, 0
0144, 9, 8, 0
0144, 9, 9, 0
0145, 10, 1, 2
0145, 10, 2, 0
0145, 10, 3, 0
0145, 10, 4, 0
0145, 10, 5, 0
0145, 10, 6, 0
0145, 10, 7, 0
0145, 10, 8, 0
0145, 10, 9, 0
0145, 10, 10, 0
0146, 11, 1, 3
0146, 11, 2, 0
0146, 11, 3, 0
0146, 11, 4, 0
0146, 11, 5, 0
0146, 11, 6, 0
0146, 11, 7, 0
0146, 11, 8, 0
0146, 11, 9, 0
0146, 11, 10, 0
0146, 11, 11, 0
0147, 10, 1, 1
0147, 10, 2, 0
0147, 10, 3, 0
0147, 10, 4, 0
0147, 10, 5, 0
0147, 10, 6, 0
0147, 10, 7, 0
0147, 10, 8, 0
0147, 10, 9, 0
0147, 10, 10, 0
0148, 11, 1, 1
0148, 11, 2, 0
0148, 11, 3, 0
0148, 11, 4, 0
0148, 11, 5, 0
0148, 11, 6, 0
0148, 11, 7, 0
0148, 11, 8, 0
0148, 11, 9, 0
0148, 11, 10, 0
0148, 11, 11, 0
0149, 10, 1, 6
0149, 10, 2, 0
0149, 10, 3, 0
0149, 10, 4, 0
0149, 10, 5, 0
0149, 10, 6, 0
0149, 10, 7, 0
0149, 10, 8, 0
0149, 10, 9, 0
0149, 10, 10, 0
0150, 11, 1, 1
0150, 11, 2, 0
0150, 11, 3, 0
0150, 11, 4, 0
0150, 11, 5, 0
0150, 11, 6, 0
0150, 11, 7, 0
0150, 11, 8, 0
0150, 11, 9, 0
0150, 11, 10, 0
0150, 11, 11, 0
0151, 9, 1, 2
0151, 9, 2, 0
0151, 9, 3, 0
0151, 9, 4, 0
0151, 9, 5, 0
0151, 9, 6, 0
0151, 9, 7, 0
0151, 9, 8, 0
0151, 9, 9, 0
0152, 9, 1, 8
0152, 9, 2, 0
0152, 9, 3, 0
0152, 9, 4, 0
0152, 9, 5, 0
0152, 9, 6, 0
0152, 9, 7, 0
0152, 9, 8, 0
0152, 9, 9, 0
0153, 12, 1, 7
0153, 12, 2, 0
0153, 12, 3, 0
0153, 12, 4, 0
0153, 12, 5, 0
0153, 12, 6, 0
0153, 12, 7, 0
0153, 12, 8, 0
0153, 12, 9, 0
0153, 12, 10, 0
0153, 12, 11, 0
0153, 12, 12, 0
0154, 11, 1, 11
0154, 11, 2, 0
0154, 11, 3, 0
0154, 11, 4, 0
0154, 11, 5, 0
0154, 11, 6, 0
0154, 11, 7, 0
0154, 11, 8, 0
0154, 11, 9, 0
0154, 11, 10, 0
0154, 11, 11, 0
0155, 15, 1, 1
0155, 15, 2, 0
0155, 15, 3, 0
0155, 15, 4, 0
0155, 15, 5, 0
0155, 15, 6, 0
0155, 15, 7, 0
0155, 15, 8, 0
0155, 15, 9, 0
0155, 15, 10, 0
0155, 15, 11, 0
0155, 15, 12, 0
0155, 15, 13, 0
0155, 15, 14, 0
0155, 15, 15, 0
0156, 16, 1, 1
0156, 16, 2, 0
0156, 16, 3, 0
0156, 16, 4, 0
0156, 16, 5, 0
0156, 16, 6, 0
0156, 16, 7, 0
0156, 16, 8, 0
0156, 16, 9, 0
0156, 16, 10, 0
0156, 16, 11, 0
0156, 16, 12, 0
0156, 16, 13, 0
0156, 16, 14, 0
0156, 16, 15, 0
0156, 16, 16, 0
0157, 8, 1, 8
0157, 8, 2, 0
0157, 8, 3, 0
0157, 8, 4, 0
0157, 8, 5, 0
0157, 8, 6, 0
0157, 8, 7, 0
0157, 8, 8, 0
0158, 10, 1, 1
0158, 10, 2, 0
0158, 10, 3, 0
0158, 10, 4, 0
0158, 10, 5, 0
0158, 10, 6, 0
0158, 10, 7, 0
0158, 10, 8, 0
0158, 10, 9, 0
0158, 10, 10, 0
0159, 13, 1, 1
0159, 13, 2, 0
0159, 13, 3, 0
0159, 13, 4, 0
0159, 13, 5, 0
0159, 13, 6, 0
0159, 13, 7, 0
0159, 13, 8, 0
0159, 13, 9, 0
0159, 13, 10, 0
0159, 13, 11, 0
0159, 13, 12, 0
0159, 13, 13, 0
0160, 10, 1, 1
0160, 10, 2, 0
0160, 10, 3, 0
0160, 10, 4, 0
0160, 10, 5, 0
0160, 10, 6, 0
0160, 10, 7, 0
0160, 10, 8, 0
0160, 10, 9, 0
0160, 10, 10, 0
0161, 13, 1, 7
0161, 13, 2, 0
0161, 13, 3, 0
0161, 13, 4, 0
0161, 13, 5, 0
0161, 13, 6, 0
0161, 13, 7, 0
0161, 13, 8, 0
0161, 13, 9, 0
0161, 13, 10, 0
0161, 13, 11, 0
0161, 13, 12, 0
0161, 13, 13, 0
0162, 14, 1, 1
0162, 14, 2, 0
0162, 14, 3, 0
0162, 14, 4, 0
0162, 14, 5, 0
0162, 14, 6, 0
0162, 14, 7, 0
0162, 14, 8, 0
0162, 14, 9, 0
0162, 14, 10, 0
0162, 14, 11, 0
0162, 14, 12, 0
0162, 14, 13, 0
0162, 14, 14, 0
0163, 12, 1, 1
0163, 12, 2, 0
0163, 12, 3, 0
0163, 12, 4, 0
0163, 12, 5, 0
0163, 12, 6, 0
0163, 12, 7, 0
0163, 12, 8, 0
0163, 12, 9, 0
0163, 12, 10, 0
0163, 12, 11, 0
0163, 12, 12, 0
0164, 11, 1, 10
0164, 11, 2, 0
0164, 11, 3, 0
0164, 11, 4, 0
0164, 11, 5, 0
0164, 11, 6, 0
0164, 11, 7, 0
0164, 11, 8, 0
0164, 11, 9, 0
0164, 11, 10, 0
0164, 11, 11, 0
0165, 12, 1, 1
0165, 12, 2, 0
0165, 12, 3, 0
0165, 12, 4, 0
0165, 12, 5, 0
0165, 12, 6, 0
0165, 12, 7, 0
0165, 12, 8, 0
0165, 12, 9, 0
0165, 12, 10, 0
0165, 12, 11, 0
0165, 12, 12, 0
0166, 14, 1, 1
0166, 14, 2, 0
0166, 14, 3, 0
0166, 14, 4, 0
0166, 14, 5, 0
0166, 14, 6, 0
0166, 14, 7, 0
0166, 14, 8, 0
0166, 14, 9, 0
0166, 14, 10, 0
0166, 14, 11, 0
0166, 14, 12, 0
0166, 14, 13, 0
0166, 14, 14, 0
0167, 12, 1, 1
0167, 12, 2, 0
0167, 12, 3, 0
0167, 12, 4, 0
0167, 12, 5, 0
0167, 12, 6, 0
0167, 12, 7, 0
0167, 12, 8, 0
0167, 12, 9, 0
0167, 12, 10, 0
0167, 12, 11, 0
0167, 12, 12, 0
0168, 10, 1, 6
0168, 10, 2, 0
0168, 10, 3, 0
0168, 10, 4, 0
0168, 10, 5, 0
0168, 10, 6, 0
0168, 10, 7, 0
0168, 10, 8, 0
0168, 10, 9, 0
0168, 10, 10, 0
0169, 8, 1, 8
0169, 8, 2, 0
0169, 8, 3, 0
0169, 8, 4, 0
0169, 8, 5, 0
0169, 8, 6, 0
0169, 8, 7, 0
0169, 8, 8, 0
0170, 14, 1, 1
0170, 14, 2, 0
0170, 14, 3, 0
0170, 14, 4, 0
0170, 14, 5, 0
0170, 14, 6, 0
0170, 14, 7, 0
0170, 14, 8, 0
0170, 14, 9, 0
0170, 14, 10, 0
0170, 14, 11, 0
0170, 14, 12, 0
0170, 14, 13, 0
0170, 14, 14, 0
0171, 8, 1, 9
0171, 8, 2, 0
0171, 8, 3, 0
0171, 8, 4, 0
0171, 8, 5, 0
0171, 8, 6, 0
0171, 8, 7, 0
0171, 8, 8, 0
0172, 15, 1, 2
0172, 15, 2, 0
0172, 15, 3, 0
0172, 15, 4, 0
0172, 15, 5, 0
0172, 15, 6, 0
0172, 15, 7, 0
0172, 15, 8, 0
0172, 15, 9, 0
0172, 15, 10, 0
0172, 15, 11, 0
0172, 15, 12, 0
0172, 15, 13, 0
0172, 15, 14, 0
0172, 15, 15, 0
0173, 12, 1, 1
0173, 12, 2, 0
0173, 12, 3, 0
0173, 12, 4, 0
0173, 12, 5, 0
0173, 12, 6, 0
0173, 12, 7, 0
0173, 12, 8, 0
0173, 12, 9, 0
0173, 12, 10, 0
0173, 12, 11, 0
0173, 12, 12, 0
0174, 10, 1, 9
0174, 10, 2, 0
0174, 10, 3, 0
0174, 10, 4, 0
0174, 10, 5, 0
0174, 10, 6, 0
0174, 10, 7, 0
0174, 10, 8, 0
0174, 10, 9, 0
0174, 10, 10, 0
0175, 10, 1, 1
0175, 10, 2, 0
0175, 10, 3, 0
0175, 10, 4, 0
0175, 10, 5, 0
0175, 10, 6, 0
0175, 10, 7, 0
0175, 10, 8, 0
0175, 10, 9, 0
0175, 10, 10, 0
0176, 11, 1, 1
0176, 11, 2, 0
0176, 11, 3, 0
0176, 11, 4, 0
0176, 11, 5, 0
0176, 11, 6, 0
0176, 11, 7, 0
0176, 11, 8, 0
0176, 11, 9, 0
0176, 11, 10, 0
0176, 11, 11, 0
0177, 14, 1, 5
0177, 14, 2, 0
0177, 14, 3, 0
0177, 14, 4, 0
0177, 14, 5, 0
0177, 14, 6, 0
0177, 14, 7, 0
0177, 14, 8, 0
0177, 14, 9, 0
0177, 14, 10, 0
0177, 14, 11, 0
0177, 14, 12, 0
0177, 14, 13, 0
0177, 14, 14, 0
0178, 9, 1, 11
0178, 9, 2, 0
0178, 9, 3, 0
0178, 9, 4, 0
0178, 9, 5, 0
0178, 9, 6, 0
0178, 9, 7, 0
0178, 9, 8, 0
0178, 9, 9, 0
0179, 12, 1, 1
0179, 12, 2, 0
0179, 12, 3, 0
0179, 12, 4, 0
0179, 12, 5, 0
0179, 12, 6, 0
0179, 12, 7, 0
0179, 12, 8, 0
0179, 12, 9, 0
0179, 12, 10, 0
0179, 12, 11, 0
0179, 12, 12, 0
0180, 11, 1, 9
0180, 11, 2, 0
0180, 11, 3, 0
0180, 11, 4, 0
0180, 11, 5, 0
0180, 11, 6, 0
0180, 11, 7, 0
0180, 11, 8, 0
0180, 11, 9, 0
0180, 11, 10, 0
0180, 11, 11, 0
0181, 15, 1, 2
0181, 15, 2, 0
0181, 15, 3, 0
0181, 15, 4, 0
0181, 15, 5, 0
0181, 15, 6, 0
0181, 15, 7, 0
0181, 15, 8, 0
0181, 15, 9, 0
0181, 15, 10, 0
0181, 15, 11, 0
0181, 15, 12, 0
0181, 15, 13, 0
0181, 15, 14, 0
0181, 15, 15, 0
0182, 11, 1, 1
0182, 11, 2, 0
0182, 11, 3, 0
0182, 11, 4, 0
0182, 11, 5, 0
0182, 11, 6, 0
0182, 11, 7, 0
0182, 11, 8, 0
0182, 11, 9, 0
0182, 11, 10, 0
0182, 11, 11, 0
0183, 11, 1, 9
0183, 11, 2, 0
0183, 11, 3, 0
0183, 11, 4, 0
0183, 11, 5, 0
0183, 11, 6, 0
0183, 11, 7, 0
0183, 11, 8, 0
0183, 11, 9, 0
0183, 11, 10, 0
0183, 11, 11, 0
0184, 12, 1, 9
0184, 12, 2, 0
0184, 12, 3, 0
0184, 12, 4, 0
0184, 12, 5, 0
0184, 12, 6, 0
0184, 12, 7, 0
0184, 12, 8, 0
0184, 12, 9, 0
0184, 12, 10, 0
0184, 12, 11, 0
0184, 12, 12, 0
0185, 19, 1, 1
0185, 19, 2, 0
0185, 19, 3, 0
0185, 19, 4, 0
0185, 19, 5, 0
0185, 19, 6, 0
0185, 19, 7, 0
0185, 19, 8, 0
0185, 19, 9, 0
0185, 19, 10, 0
0185, 19, 11, 0
0185, 19, 12, 0
0185, 19, 13, 0
0185, 19, 14, 0
0185, 19, 15, 0
0185, 19, 16, 0
0185, 19, 17, 0
0185, 19, 18, 0
0185, 19, 19, 0
0186, 16, 1, 1
0186, 16, 2, 0
0186, 16, 3, 0
0186, 16, 4, 0
0186, 16, 5, 0
0186, 16, 6, 0
0186, 16, 7, 0
0186, 16, 8, 0
0186, 16, 9, 0
0186, 16, 10, 0
0186, 16, 11, 0
0186, 16, 12, 0
0186, 16, 13, 0
0186, 16, 14, 0
0186, 16, 15, 0
0186, 16, 16, 0
0187, 12, 1, 1
0187, 12, 2, 0
0187, 12, 3, 0
0187, 12, 4, 0
0187, 12, 5, 0
0187, 12, 6, 0
0187, 12, 7, 0
0187, 12, 8, 0
0187, 12, 9, 0
0187, 12, 10, 0
0187, 12, 11, 0
0187, 12, 12, 0
0188, 7, 1, 1
0188, 7, 2, 0
0188, 7, 3, 0
0188, 7, 4, 0
0188, 7, 5, 0
0188, 7, 6, 0
0188, 7, 7, 0
0189, 13, 1, 1
0189, 13, 2, 0
0189, 13, 3, 0
0189, 13, 4, 0
0189, 13, 5, 0
0189, 13, 6, 0
0189, 13, 7, 0
0189, 13, 8, 0
0189, 13, 9, 0
0189, 13, 10, 0
0189, 13, 11, 0
0189, 13, 12, 0
0189, 13, 13, 0
0190, 12, 1, 1
0190, 12, 2, 0
0190, 12, 3, 0
0190, 12, 4, 0
0190, 12, 5, 0
0190, 12, 6, 0
0190, 12, 7, 0
0190, 12, 8, 0
0190, 12, 9, 0
0190, 12, 10, 0
0190, 12, 11, 0
0190, 12, 12, 0
0191, 8, 1, 1
0191, 8, 2, 0
0191, 8, 3, 0
0191, 8, 4, 0
0191, 8, 5, 0
0191, 8, 6, 0
0191, 8, 7, 0
0191, 8, 8, 0
0192, 11, 1, 1
0192, 11, 2, 0
0192, 11, 3, 0
0192, 11, 4, 0
0192, 11, 5, 0
0192, 11, 6, 0
0192, 11, 7, 0
0192, 11, 8, 0
0192, 11, 9, 0
0192, 11, 10, 0
0192, 11, 11, 0
0193, 14, 1, 2
0193, 14, 2, 0
0193, 14, 3, 0
0193, 14, 4, 0
0193, 14, 5, 0
0193, 14, 6, 0
0193, 14, 7, 0
0193, 14, 8, 0
0193, 14, 9, 0
0193, 14, 10, 0
0193, 14, 11, 0
0193, 14, 12, 0
0193, 14, 13, 0
0193, 14, 14, 0
0194, 9, 1, 2
0194, 9, 2, 0
0194, 9, 3, 0
0194, 9, 4, 0
0194, 9, 5, 0
0194, 9, 6, 0
0194, 9, 7, 0
0194, 9, 8, 0
0194, 9, 9, 0
0195, 11, 1, 1
0195, 11, 2, 0
0195, 11, 3, 0
0195, 11, 4, 0
0195, 11, 5, 0
0195, 11, 6, 0
0195, 11, 7, 0
0195, 11, 8, 0
0195, 11, 9, 0
0195, 11, 10, 0
0195, 11, 11, 0
0196, 12, 1, 9
0196, 12, 2, 0
0196, 12, 3, 0
0196, 12, 4, 0
0196, 12, 5, 0
0196, 12, 6, 0
0196, 12, 7, 0
0196, 12, 8, 0
0196, 12, 9, 0
0196, 12, 10, 0
0196, 12, 11, 0
0196, 12, 12, 0
0197, 10, 1, 1
0197, 10, 2, 0
0197, 10, 3, 0
0197, 10, 4, 0
0197, 10, 5, 0
0197, 10, 6, 0
0197, 10, 7, 0
0197, 10, 8, 0
0197, 10, 9, 0
0197, 10, 10, 0
0198, 10, 1, 1
0198, 10, 2, 0
0198, 10, 3, 0
0198, 10, 4, 0
0198, 10, 5, 0
0198, 10, 6, 0
0198, 10, 7, 0
0198, 10, 8, 0
0198, 10, 9, 0
0198, 10, 10, 0
0199, 10, 1, 1
0199, 10, 2, 0
0199, 10, 3, 0
0199, 10, 4, 0
0199, 10, 5, 0
0199, 10, 6, 0
0199, 10, 7, 0
0199, 10, 8, 0
0199, 10, 9, 0
0199, 10, 10, 0
0200, 14, 1, 1
0200, 14, 2, 0
0200, 14, 3, 0
0200, 14, 4, 0
0200, 14, 5, 0
0200, 14, 6, 0
0200, 14, 7, 0
0200, 14, 8, 0
0200, 14, 9, 0
0200, 14, 10, 0
0200, 14, 11, 0
0200, 14, 12, 0
0200, 14, 13, 0
0200, 14, 14, 0
0201, 11, 1, 1
0201, 11, 2, 0
0201, 11, 3, 0
0201, 11, 4, 0
0201, 11, 5, 0
0201, 11, 6, 0
0201, 11, 7, 0
0201, 11, 8, 0
0201, 11, 9, 0
0201, 11, 10, 0
0201, 11, 11, 0
0202, 13, 1, 8
0202, 13, 2, 0
0202, 13, 3, 0
0202, 13, 4, 0
0202, 13, 5, 0
0202, 13, 6, 0
0202, 13, 7, 0
0202, 13, 8, 0
0202, 13, 9, 0
0202, 13, 10, 0
0202, 13, 11, 0
0202, 13, 12, 0
0202, 13, 13, 0
0203, 14, 1, 1
0203, 14, 2, 0
0203, 14, 3, 0
0203, 14, 4, 0
0203, 14, 5, 0
0203, 14, 6, 0
0203, 14, 7, 0
0203, 14, 8, 0
0203, 14, 9, 0
0203, 14, 10, 0
0203, 14, 11, 0
0203, 14, 12, 0
0203, 14, 13, 0
0203, 14, 14, 0
0204, 13, 1, 8
0204, 13, 2, 0
0204, 13, 3, 0
0204, 13, 4, 0
0204, 13, 5, 0
0204, 13, 6, 0
0204, 13, 7, 0
0204, 13, 8, 0
0204, 13, 9, 0
0204, 13, 10, 0
0204, 13, 11, 0
0204, 13, 12, 0
0204, 13, 13, 0
0205, 15, 1, 1
0205, 15, 2, 0
0205, 15, 3, 0
0205, 15, 4, 0
0205, 15, 5, 0
0205, 15, 6, 0
0205, 15, 7, 0
0205, 15, 8, 0
0205, 15, 9, 0
0205, 15, 10, 0
0205, 15, 11, 0
0205, 15, 12, 0
0205, 15, 13, 0
0205, 15, 14, 0
0205, 15, 15, 0
0206, 11, 1, 1
0206, 11, 2, 0
0206, 11, 3, 0
0206, 11, 4, 0
0206, 11, 5, 0
0206, 11, 6, 0
0206, 11, 7, 0
0206, 11, 8, 0
0206, 11, 9, 0
0206, 11, 10, 0
0206, 11, 11, 0
0207, 12, 1, 1
0207, 12, 2, 0
0207, 12, 3, 0
0207, 12, 4, 0
0207, 12, 5, 0
0207, 12, 6, 0
0207, 12, 7, 0
0207, 12, 8, 0
0207, 12, 9, 0
0207, 12, 10, 0
0207, 12, 11, 0
0207, 12, 12, 0
0208, 15, 1, 1
0208, 15, 2, 0
0208, 15, 3, 0
0208, 15, 4, 0
0208, 15, 5, 0
0208, 15, 6, 0
0208, 15, 7, 0
0208, 15, 8, 0
0208, 15, 9, 0
0208, 15, 10, 0
0208, 15, 11, 0
0208, 15, 12, 0
0208, 15, 13, 0
0208, 15, 14, 0
0208, 15, 15, 0
0209, 9, 1, 9
0209, 9, 2, 0
0209, 9, 3, 0
0209, 9, 4, 0
0209, 9, 5, 0
0209, 9, 6, 0
0209, 9, 7, 0
0209, 9, 8, 0
0209, 9, 9, 0
0210, 9, 1, 9
0210, 9, 2, 0
0210, 9, 3, 0
0210, 9, 4, 0
0210, 9, 5, 0
0210, 9, 6, 0
0210, 9, 7, 0
0210, 9, 8, 0
0210, 9, 9, 0
0211, 12, 1, 9
0211, 12, 2, 0
0211, 12, 3, 0
0211, 12, 4, 0
0211, 12, 5, 0
0211, 12, 6, 0
0211, 12, 7, 0
0211, 12, 8, 0
0211, 12, 9, 0
0211, 12, 10, 0
0211, 12, 11, 0
0211, 12, 12, 0
0212, 13, 1, 1
0212, 13, 2, 0
0212, 13, 3, 0
0212, 13, 4, 0
0212, 13, 5, 0
0212, 13, 6, 0
0212, 13, 7, 0
0212, 13, 8, 0
0212, 13, 9, 0
0212, 13, 10, 0
0212, 13, 11, 0
0212, 13, 12, 0
0212, 13, 13, 0
0213, 9, 1, 1
0213, 9, 2, 0
0213, 9, 3, 0
0213, 9, 4, 0
0213, 9, 5, 0
0213, 9, 6, 0
0213, 9, 7, 0
0213, 9, 8, 0
0213, 9, 9, 0
0214, 14, 1, 2
0214, 14, 2, 0
0214, 14, 3, 0
0214, 14, 4, 0
0214, 14, 5, 0
0214, 14, 6, 0
0214, 14, 7, 0
0214, 14, 8, 0
0214, 14, 9, 0
0214, 14, 10, 0
0214, 14, 11, 0
0214, 14, 12, 0
0214, 14, 13, 0
0214, 14, 14, 0
0215, 12, 1, 1
0215, 12, 2, 0
0215, 12, 3, 0
0215, 12, 4, 0
0215, 12, 5, 0
0215, 12, 6, 0
0215, 12, 7, 0
0215, 12, 8, 0
0215, 12, 9, 0
0215, 12, 10, 0
0215, 12, 11, 0
0215, 12, 12, 0
0216, 11, 1, 7
0216, 11, 2, 0
0216, 11, 3, 0
0216, 11, 4, 0
0216, 11, 5, 0
0216, 11, 6, 0
0216, 11, 7, 0
0216, 11, 8, 0
0216, 11, 9, 0
0216, 11, 10, 0
0216, 11, 11, 0
0217, 14, 1, 1
0217, 14, 2, 0
0217, 14, 3, 0
0217, 14, 4, 0
0217, 14, 5, 0
0217, 14, 6, 0
0217, 14, 7, 0
0217, 14, 8, 0
0217, 14, 9, 0
0217, 14, 10, 0
0217, 14, 11, 0
0217, 14, 12, 0
0217, 14, 13, 0
0217, 14, 14, 0
0218, 15, 1, 1
0218, 15, 2, 0
0218, 15, 3, 0
0218, 15, 4, 0
0218, 15, 5, 0
0218, 15, 6, 0
0218, 15, 7, 0
0218, 15, 8, 0
0218, 15, 9, 0
0218, 15, 10, 0
0218, 15, 11, 0
0218, 15, 12, 0
0218, 15, 13, 0
0218, 15, 14, 0
0218, 15, 15, 0
0219, 10, 1, 10
0219, 10, 2, 0
0219, 10, 3, 0
0219, 10, 4, 0
0219, 10, 5, 0
0219, 10, 6, 0
0219, 10, 7, 0
0219, 10, 8, 0
0219, 10, 9, 0
0219, 10, 10, 0
0220, 10, 1, 9
0220, 10, 2, 0
0220, 10, 3, 0
0220, 10, 4, 0
0220, 10, 5, 0
0220, 10, 6, 0
0220, 10, 7, 0
0220, 10, 8, 0
0220, 10, 9, 0
0220, 10, 10, 0
0221, 9, 1, 1
0221, 9, 2, 0
0221, 9, 3, 0
0221, 9, 4, 0
0221, 9, 5, 0
0221, 9, 6, 0
0221, 9, 7, 0
0221, 9, 8, 0
0221, 9, 9, 0
0222, 12, 1, 7
0222, 12, 2, 0
0222, 12, 3, 0
0222, 12, 4, 0
0222, 12, 5, 0
0222, 12, 6, 0
0222, 12, 7, 0
0222, 12, 8, 0
0222, 12, 9, 0
0222, 12, 10, 0
0222, 12, 11, 0
0222, 12, 12, 0
0223, 11, 1, 8
0223, 11, 2, 0
0223, 11, 3, 0
0223, 11, 4, 0
0223, 11, 5, 0
0223, 11, 6, 0
0223, 11, 7, 0
0223, 11, 8, 0
0223, 11, 9, 0
0223, 11, 10, 0
0223, 11, 11, 0
0224, 14, 1, 6
0224, 14, 2, 0
0224, 14, 3, 0
0224, 14, 4, 0
0224, 14, 5, 0
0224, 14, 6, 0
0224, 14, 7, 0
0224, 14, 8, 0
0224, 14, 9, 0
0224, 14, 10, 0
0224, 14, 11, 0
0224, 14, 12, 0
0224, 14, 13, 0
0224, 14, 14, 0
0225, 15, 1, 1
0225, 15, 2, 0
0225, 15, 3, 0
0225, 15, 4, 0
0225, 15, 5, 0
0225, 15, 6, 0
0225, 15, 7, 0
0225, 15, 8, 0
0225, 15, 9, 0
0225, 15, 10, 0
0225, 15, 11, 0
0225, 15, 12, 0
0225, 15, 13, 0
0225, 15, 14, 0
0225, 15, 15, 0
0226, 12, 1, 9
0226, 12, 2, 0
0226, 12, 3, 0
0226, 12, 4, 0
0226, 12, 5, 0
0226, 12, 6, 0
0226, 12, 7, 0
0226, 12, 8, 0
0226, 12, 9, 0
0226, 12, 10, 0
0226, 12, 11, 0
0226, 12, 12, 0
0227, 14, 1, 2
0227, 14, 2, 0
0227, 14, 3, 0
0227, 14, 4, 0
0227, 14, 5, 0
0227, 14, 6, 0
0227, 14, 7, 0
0227, 14, 8, 0
0227, 14, 9, 0
0227, 14, 10, 0
0227, 14, 11, 0
0227, 14, 12, 0
0227, 14, 13, 0
0227, 14, 14, 0
0228, 13, 1, 1
0228, 13, 2, 0
0228, 13, 3, 0
0228, 13, 4, 0
0228, 13, 5, 0
0228, 13, 6, 0
0228, 13, 7, 0
0228, 13, 8, 0
0228, 13, 9, 0
0228, 13, 10, 0
0228, 13, 11, 0
0228, 13, 12, 0
0228, 13, 13, 0
0229, 11, 1, 1
0229, 11, 2, 0
0229, 11, 3, 0
0229, 11, 4, 0
0229, 11, 5, 0
0229, 11, 6, 0
0229, 11, 7, 0
0229, 11, 8, 0
0229, 11, 9, 0
0229, 11, 10, 0
0229, 11, 11, 0
0230, 11, 1, 8
0230, 11, 2, 0
0230, 11, 3, 0
0230, 11, 4, 0
0230, 11, 5, 0
0230, 11, 6, 0
0230, 11, 7, 0
0230, 11, 8, 0
0230, 11, 9, 0
0230, 11, 10, 0
0230, 11, 11, 0
0231, 13, 1, 1
0231, 13, 2, 0
0231, 13, 3, 0
0231, 13, 4, 0
0231, 13, 5, 0
0231, 13, 6, 0
0231, 13, 7, 0
0231, 13, 8, 0
0231, 13, 9, 0
0231, 13, 10, 0
0231, 13, 11, 0
0231, 13, 12, 0
0231, 13, 13, 0
0232, 9, 1, 8
0232, 9, 2, 0
0232, 9, 3, 0
0232, 9, 4, 0
0232, 9, 5, 0
0232, 9, 6, 0
0232, 9, 7, 0
0232, 9, 8, 0
0232, 9, 9, 0
0233, 11, 1, 2
0233, 11, 2, 0
0233, 11, 3, 0
0233, 11, 4, 0
0233, 11, 5, 0
0233, 11, 6, 0
0233, 11, 7, 0
0233, 11, 8, 0
0233, 11, 9, 0
0233, 11, 10, 0
0233, 11, 11, 0
